,NU_ANO,CO_CURSO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9
416961,2017,118336,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ACCBCEAE""","""01011110""","""DAADEDADBBBEBEDACECAECBACCC""","""991018111111101091009110111""",555,555,555,555,555,555,555,555,555,555,555,64.9,65.1,62.5,69,87,75,90,51,75,45,64.8,72.7,20,30,30,0,"""C""","""C""","""C""","""C""","""B""","""B""","""D""","""D""","""C"""
417199,2017,20065,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ADBBCEEE""","""00111100""","""EEAEDDCDBBBEBEDADEAECCBDCCC""","""991008011111101091119111111""",555,555,555,555,555,555,555,333,333,555,555,65,45.4,50,38.5,77,65,80,0,0,0,71.5,77.3,38.3,0,100,15,"""A""","""A""","""A""","""A""","""A""","""A""","""A""","""A""","""A"""
417211,2017,21600,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CEBBCEAD""","""10111111""","""EBAAEEADBCBEBEDAABADECCDCCC""","""991018111011101090109101111""",555,555,555,555,555,555,555,555,555,555,333,65,74.7,87.5,55.5,40,40,40,71,75,70,61.7,68.2,25,0,75,0,"""C""","""C""","""C""","""A""","""A""","""B""","""A""","""E""","""D"""
417395,2017,118420,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CABBEEAE""","""10110110""","""DEACBDBDBCBEBDDCDEEEACBDCCC""","""991108011011111091019111111""",555,555,555,555,555,333,555,555,333,333,333,65,62.7,62.5,63,68,80,65,58,90,50,65.7,77.3,0,0,0,0,"""C""","""C""","""B""","""B""","""B""","""C""","""A""","""D""","""C"""
417402,2017,121636,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCABCEAD""","""11011111""","""EDACBCCDBBBABDBECBAEECDBCBC""","""991108011110110090119100101""",555,555,555,555,555,555,555,555,333,555,555,65,84.5,87.5,80,70,90,65,90,50,100,58.5,59.1,55,0,100,65,"""C""","""D""","""C""","""B""","""C""","""D""","""D""","""D""","""C"""
417853,2017,120385,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCBBCEAD""","""01111111""","""EBACEDADBCBDADBBBAAACCCDCCC""","""991118111010010190109101111""",555,555,555,555,555,555,555,555,555,555,555,65.1,79.7,87.5,68,46,70,40,90,50,100,60.2,68.2,15,30,0,15,"""B""","""C""","""B""","""C""","""C""","""D""","""E""","""D""","""C"""
417854,2017,120385,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCBBCEAE""","""11111110""","""CBCBCDAEBBCEBEBBDEADECBACCC""","""990008101101100191109110111""",555,555,555,555,555,555,555,555,555,555,555,65.1,82.7,87.5,75.5,75,75,75,76,80,75,59.2,59.1,60,60,90,30,"""C""","""B""","""A""","""B""","""A""","""B""","""E""","""E""","""D"""
417855,2017,120385,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""EDABCEAE""","""00011110""","""EBEDEDADBACEADDBCEAEACBDCBC""","""990018111001011191119111101""",555,555,555,555,555,555,333,555,555,555,555,65.1,47.8,50,44.5,0,0,0,89,45,100,70.8,72.7,60,60,55,65,,,,,,,,,
417908,2017,1128364,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DACBCEAC""","""00011110""","""EBCDEEADBABEBEDBEEBAECEBCCC""","""990018111011101191009100111""",555,555,555,555,555,555,555,555,555,555,555,65.1,64.4,50,86,77,65,80,95,75,100,65.3,63.6,75,60,100,65,"""C""","""C""","""C""","""B""","""B""","""C""","""A""","""D""","""C"""
417943,2017,1270538,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCABCEAE""","""01011110""","""EBBDEEADBDCEBEDBCEAEAABDCBC""","""990018111001101191119011101""",555,555,555,555,555,555,555,555,555,555,555,65.1,60.9,62.5,58.5,48,80,40,69,65,70,66.5,68.2,56.7,30,80,60,"""C""","""C""","""B""","""B""","""A""","""C""","""B""","""D""","""D"""
418084,2017,20065,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCABCEBD""","""01011101""","""ECECEDADBBBBDDDBEEABABBACCC""","""990118111110011191109010111""",555,555,555,555,555,555,555,555,555,555,555,65.2,62.7,62.5,63,55,75,50,71,55,75,66,72.7,28.3,60,0,25,"""B""","""A""","""B""","""B""","""B""","""B""","""E""","""E""","""D"""
418244,2017,106167,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ACDBCEAD""","""01011111""","""BCDCEDADBAEABDAAEEAEACCDCBC""","""990118111000110091119101101""",555,555,555,555,555,555,555,555,555,555,555,65.2,83,75,95,95,75,100,95,75,100,59.3,63.6,35,60,0,45,"""C""","""C""","""B""","""B""","""B""","""A""","""D""","""D""","""C"""
418481,2017,20065,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCDBCEAD""","""11011111""","""CEACEDADBBBEBDECBEAECCCDCCE""","""991118111111110091119101110""",555,555,555,333,555,333,333,333,333,333,333,65.3,52.5,87.5,0,0,0,0,0,0,0,69.5,81.8,0,0,0,0,"""C""","""C""","""C""","""C""","""B""","""C""","""D""","""E""","""C"""
418691,2017,121636,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""AEBBCEBD""","""00111101""","""EDADBEADBABEEDDCDEAEABBECBC""","""991008111011011091119010101""",555,555,555,555,555,555,555,555,555,555,555,65.3,70.5,62.5,82.5,72,80,70,93,65,100,63.6,63.6,63.3,30,90,70,"""B""","""D""","""C""","""B""","""B""","""C""","""A""","""B""","""C"""
418725,2017,1113582,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DECBCECE""","""00011100""","""EDBCEDADBABEDDBBDEAEACBCCCC""","""990118111011010191119110111""",555,555,555,555,555,555,555,555,555,555,555,65.3,50.5,37.5,70,67,75,65,73,65,75,70.2,77.3,30,60,0,30,"""C""","""C""","""C""","""D""","""B""","""D""","""B""","""D""","""C"""
418742,2017,1136142,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCBBCEDD""","""11111101""","""EDACEDADBABECEDEBEDAEBBECCC""","""991118111011001091009010111""",555,555,555,555,555,555,555,555,555,555,555,65.3,80.9,87.5,71,67,75,65,75,75,75,60.1,63.6,40,30,75,15,"""C""","""C""","""C""","""B""","""A""","""C""","""B""","""D""","""C"""
418743,2017,1137717,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCBBCEAD""","""01111111""","""EBCCBDBDBCCEADDBBDEEDCBDCCC""","""990108011001011190019111111""",555,555,555,555,555,555,555,555,555,555,555,65.3,70.3,87.5,44.5,58,70,55,31,75,20,63.6,63.6,63.3,60,100,30,"""C""","""D""","""C""","""B""","""B""","""B""","""B""","""D""","""D"""
419060,2017,115582,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BAABCEBE""","""00011100""","""ECECEDADBCBEBDDEDEAECCDECCD""","""990118111011111091119100110""",555,555,555,555,555,555,555,555,555,555,555,65.4,54.7,37.5,80.5,70,70,70,91,55,100,69,72.7,48.3,0,100,45,"""C""","""C""","""B""","""B""","""B""","""C""","""D""","""D""","""C"""
419163,2017,1191217,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ACCBDEAC""","""01010110""","""EDEDEDBDEBBDBDDBACAECCBECCC""","""990018010110111190119110111""",555,555,555,555,555,555,555,555,555,555,555,65.4,59.2,50,73,75,55,80,71,75,70,67.5,68.2,63.3,60,95,35,"""D""","""D""","""C""","""E""","""B""","""C""","""A""","""D""","""D"""
419176,2017,1314243,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCBBEEEE""","""11110100""","""ECECDEADEBBABEDADEAEEBBECCC""","""990108110110101091119010111""",555,555,555,555,555,555,555,555,555,555,555,65.4,71.5,62.5,85,93,65,100,77,85,75,63.3,63.6,61.7,30,90,65,"""D""","""C""","""C""","""C""","""B""","""C""","""B""","""C""","""C"""
419483,2017,120385,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BDBBCEAD""","""00111111""","""EDACDDADBDBEBEEBAECEACBBCBB""","""991108111011100191019110100""",555,555,555,555,555,555,555,555,555,555,555,65.5,72.6,75,69,60,80,55,78,90,75,63.1,63.6,60,50,60,70,"""C""","""D""","""C""","""B""","""B""","""C""","""B""","""D""","""D"""
419550,2017,1136142,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCBBBEAA""","""11110110""","""BDADEEADBBCEBEDADAAEACCDCBC""","""991018111101101090119101101""",555,555,555,555,555,555,555,555,555,555,333,65.5,71,75,65,56,80,50,74,70,75,63.7,68.2,38.3,30,85,0,"""C""","""C""","""B""","""B""","""B""","""D""","""B""","""D""","""C"""
419800,2017,87195,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ACBDCEAE""","""01101110""","""ACCCEDBABACEBEDBEEEEBCBECCC""","""990118001001101191019110111""",555,555,555,555,555,555,555,555,555,555,555,65.6,66.9,62.5,73.5,97,85,100,50,70,45,65.1,63.6,73.3,60,100,60,"""B""","""D""","""B""","""A""","""A""","""A""","""D""","""B""","""C"""
419836,2017,100816,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCABEEBB""","""11010100""","""EBDCBDADBCBEBDBABEAEECBBCCC""","""990108111011110091119110111""",555,555,555,555,555,555,555,555,555,555,555,65.6,52.8,50,57,47,75,40,67,55,70,69.8,72.7,53.3,20,100,40,"""D""","""C""","""B""","""D""","""B""","""B""","""B""","""D""","""E"""
419867,2017,115582,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CEBBCEAD""","""10111111""","""CEAEEEADBCBEBEEBCEAAAEDECCC""","""991018111011100191109000111""",555,555,555,555,555,555,555,555,333,555,555,65.6,75.5,87.5,57.5,63,75,60,52,80,45,62.3,63.6,55,0,95,70,"""B""","""D""","""B""","""B""","""C""","""C""","""D""","""D""","""D"""
419868,2017,115582,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCDACEAD""","""11001111""","""ABBDEDABBBBECEDBCEADACBACCC""","""990018101111001191109110111""",555,555,555,555,555,555,555,555,555,555,555,65.6,77.8,75,82,69,85,65,95,75,100,61.5,68.2,23.3,30,40,0,"""C""","""C""","""C""","""B""","""B""","""B""","""D""","""D""","""C"""
419888,2017,123429,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DBBBDEBD""","""00110101""","""EBACECBDBBAEADDBDAAEACBACDC""","""991118011101011190119110101""",555,555,555,555,555,555,555,555,555,555,333,65.6,59,50,72.5,52,60,50,93,65,100,67.8,72.7,40,30,90,0,"""D""","""C""","""C""","""B""","""B""","""B""","""B""","""D""","""B"""
419939,2017,1128364,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCBBEEAE""","""11110110""","""EBCDEDADBBBEABDCCDEEECBDCCC""","""990018111111001090019111111""",555,555,555,555,555,555,555,555,333,555,333,65.6,73.2,75,70.5,70,70,70,71,55,75,63,68.2,33.3,0,100,0,"""C""","""C""","""C""","""A""","""B""","""A""","""D""","""D""","""."""
420106,2017,20065,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CBBACEAD""","""10101111""","""CCADBDBBBBDEBEDBBEAECBBDCBC""","""991008001101101191119011101""",555,555,555,555,555,555,555,555,555,555,555,65.7,80.8,75,89.5,88,80,90,91,55,100,60.6,63.6,43.3,0,100,30,"""C""","""C""","""C""","""B""","""A""","""B""","""B""","""D""","""C"""
420186,2017,80779,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCBBEEBE""","""01110100""","""ECBCBDADBBBEBDDADEAEECDCCBC""","""990108111111111091119100101""",555,555,555,555,555,555,555,555,555,333,555,65.7,62.4,50,81,90,90,90,72,80,70,66.8,72.7,33.3,60,0,40,"""C""","""D""","""B""","""A""","""B""","""A""","""B""","""D""","""C"""
420318,2017,1113886,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""AABBCECD""","""00111101""","""ACEAEEADBBBEBCBBBEAACBBDCCC""","""990018111111100191109011111""",555,555,555,555,555,555,555,555,555,555,555,65.7,59.3,62.5,54.5,59,75,55,50,70,45,67.8,72.7,40,60,60,0,"""D""","""D""","""A""","""B""","""B""","""B""","""E""","""D""","""D"""
420477,2017,18387,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""AEBBCEAE""","""00111110""","""CBECBDBDBBBEAEDBEEBEECBDCBC""","""990108011111001191019111101""",555,555,555,555,555,555,555,555,555,555,555,65.8,74.3,62.5,92,88,80,90,96,80,100,63,68.2,33.3,0,25,75,"""D""","""C""","""B""","""D""","""B""","""D""","""C""","""D""","""D"""
420546,2017,60886,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ACBBCEAE""","""01111110""","""EBABBDADDBDDBDDBCBEAECBDCCC""","""991008110100111190009111111""",555,555,555,555,555,555,555,555,333,555,555,65.8,75.4,75,76,77,65,80,75,75,75,62.6,63.6,56.7,0,100,70,"""C""","""C""","""C""","""B""","""B""","""E""","""E""","""D""","""D"""
420655,2017,116870,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CDBBCECD""","""10111101""","""CEADEDBDBDCEBDDBDEAEECEECBC""","""991018011001111191119100101""",555,555,555,555,555,555,555,555,555,555,555,65.8,67.4,75,56,48,80,40,64,40,70,65.2,68.2,48.3,30,75,40,"""C""","""C""","""C""","""B""","""B""","""A""","""D""","""D""","""C"""
420670,2017,121636,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCBBCEAD""","""11111111""","""EDACBDADBDBEDEDBDAAAECAECCA""","""991108111011001190109100110""",555,555,555,555,555,555,555,555,555,555,555,65.8,81.6,100,54,60,80,55,48,40,50,60.5,59.1,68.3,60,80,65,"""C""","""C""","""A""","""A""","""B""","""B""","""B""","""D""","""D"""
420676,2017,123429,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CEBBCEAB""","""10111110""","""ECBCCDEDBBB*BDDBCEAEEBBDCCA""","""990108011110111191119011110""",555,555,555,555,555,555,555,555,555,333,333,65.8,73.2,75,70.5,73,85,70,68,40,75,63.3,72.7,10,30,0,0,"""C""","""D""","""C""","""C""","""B""","""C""","""B""","""C""","""C"""
420708,2017,1113582,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCBBEEAD""","""01110111""","""EBECCDCDBABEBEDBCEAEECDDCBB""","""990108011011101191119101100""",555,555,555,555,555,555,555,555,555,555,555,65.8,79.8,75,87,79,75,80,95,75,100,61.1,63.6,46.7,60,0,80,"""C""","""C""","""B""","""B""","""B""","""B""","""B""","""D""","""E"""
420890,2017,18387,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCABBEBD""","""11010101""","""EDCCBDADBDBEDEDDCEAAECBDCCC""","""990108111011001091109111111""",555,555,555,555,555,555,555,555,555,555,555,65.9,68.5,62.5,77.5,82,90,80,73,85,70,65,68.2,46.7,30,75,35,"""C""","""C""","""A""","""B""","""A""","""B""","""E""","""D""","""E"""
420991,2017,86318,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCBBCEBD""","""01111101""","""BDBCBDADBDBEBDDBAAAAECBECBC""","""990108111011111190109110101""",555,555,555,555,555,555,555,555,555,555,555,65.9,74.6,75,74,76,60,80,72,60,75,63,68.2,33.3,50,50,0,"""C""","""C""","""C""","""A""","""A""","""B""","""E""","""D""","""B"""
420992,2017,87195,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCABCEDD""","""01011101""","""DAACEDDDBABEDEBBBEAEECDDCBC""","""991118011011000191119101101""",555,555,555,555,555,555,555,555,555,555,555,65.9,75.5,62.5,95,95,75,100,95,75,100,62.7,68.2,31.7,0,95,0,"""B""","""D""","""B""","""B""","""D""","""D""","""B""","""B""","""C"""
421049,2017,101830,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ECABCEDD""","""01011101""","""EBCCEEADBDBEDDDBCEEDCCEBCCC""","""990118111011011191009100111""",555,555,555,555,555,555,555,555,555,555,555,65.9,55.1,62.5,44,42,50,40,46,50,45,69.5,68.2,76.7,60,100,70,"""C""","""C""","""D""","""C""","""B""","""A""","""D""","""D""","""C"""
421125,2017,1122221,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ECBBEEBD""","""01110101""","""EEADEDBDBABEBDDECEABCCD*CCC""","""991018011011111091109100111""",555,555,555,555,555,555,555,555,333,555,555,65.9,65.7,62.5,70.5,71,55,75,70,50,75,66,68.2,53.3,0,100,60,"""C""","""C""","""C""","""B""","""A""","""A""","""D""","""D""","""C"""
421272,2017,20065,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CDBBBEAD""","""10110111""","""EBCCADBDBCCEBDDACEAEECDACCC""","""990108011001111091119100111""",555,555,555,555,555,555,555,555,555,555,555,66,67,75,55,64,80,60,46,50,45,65.6,63.6,76.7,60,100,70,"""D""","""C""","""B""","""C""","""B""","""C""","""B""","""D""","""D"""
421357,2017,87195,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""AEABCEAD""","""00011111""","""EDACEDBEBABEBEEBCEAAECBDCBC""","""991118001011100191109111101""",555,555,555,555,555,555,555,555,555,555,555,66,64.5,62.5,67.5,60,80,55,75,75,75,66.5,68.2,56.7,0,100,70,"""C""","""D""","""B""","""B""","""B""","""C""","""A""","""D""","""C"""
421400,2017,101830,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CAADCEAD""","""10001111""","""CDADBDBDBABCBDBBEEAEACCDACC""","""991008011010110191119101011""",555,555,555,555,555,555,555,555,555,555,555,66,73.1,62.5,89,85,65,90,93,65,100,63.6,63.6,63.3,60,70,60,"""B""","""D""","""B""","""B""","""C""","""A""","""A""","""C""","""D"""
421423,2017,115728,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCBBCEAD""","""01111111""","""EEACEDCDBBBEDEBEECAEECBECDC""","""991118011111000090119110101""",555,555,555,555,555,555,555,555,555,555,555,66,72.5,87.5,50,45,65,40,55,75,50,63.8,63.6,65,30,100,65,"""D""","""C""","""C""","""B""","""B""","""C""","""A""","""D""","""D"""
421424,2017,115728,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCBBCEBD""","""11111101""","""BDADCDADBDCEDDDBBEEEECABCCC""","""991008111001011191019100111""",555,555,555,555,555,555,555,555,555,555,555,66,70.9,87.5,46,50,50,50,42,30,45,64.3,63.6,68.3,50,100,55,"""B""","""B""","""B""","""A""","""B""","""B""","""E""","""D""","""D"""
421588,2017,11554,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DDDBEEBD""","""00010101""","""BDACEDADBCCEBDDABAADECBBCCC""","""991118111001111090109110111""",555,555,555,555,555,555,555,555,555,555,555,66.1,54.9,37.5,81,67,75,65,95,75,100,69.8,72.7,53.3,30,100,30,"""C""","""C""","""C""","""D""","""B""","""C""","""B""","""C""","""C"""
421700,2017,60886,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCBECEBE""","""11101100""","""DBDCEDADBBBEBEDCAAAEECBDCCB""","""990118111111101090119111110""",555,555,555,555,555,555,555,555,555,555,333,66.1,61.3,62.5,59.5,95,75,100,24,40,20,67.7,77.3,13.3,0,40,0,"""C""","""D""","""B""","""A""","""B""","""C""","""A""","""D""","""D"""
421852,2017,1113582,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCABCEAD""","""01011111""","""DBEDEDADBBDCBDDBDEAEECBECCB""","""990018111100111191119110110""",555,555,555,555,555,555,555,555,555,333,333,66.1,74.6,75,74,70,70,70,78,90,75,63.3,72.7,10,30,0,0,"""C""","""C""","""B""","""A""","""A""","""B""","""A""","""D""","""E"""
422126,2017,87195,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCBDDEAE""","""11100110""","""CBCCEEADBBBEDEDAEECEECCDCCC""","""990118111111001091019101111""",555,555,555,555,555,555,555,555,555,555,555,66.2,59.9,62.5,56,63,75,60,49,45,50,68.3,72.7,43.3,0,90,40,"""C""","""C""","""B""","""B""","""B""","""C""","""E""","""D""","""D"""
422172,2017,101558,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ACCECEAE""","""01001110""","""ABBCBDADBEBEBDDBAEADDCBDCAC""","""990108111011111191109111101""",555,555,555,555,555,555,555,555,333,555,333,66.2,55.8,50,64.5,55,75,50,74,70,75,69.7,77.3,26.7,0,80,0,"""C""","""D""","""C""","""B""","""C""","""C""","""B""","""C""","""E"""
422260,2017,1113886,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ECABCEDD""","""01011101""","""DCADEBBDBCBEDDBCCEAEACBACCC""","""991018011011010091119110111""",555,555,555,555,555,555,555,555,555,555,555,66.2,67.5,62.5,75,59,75,55,91,55,100,65.7,68.2,51.7,30,90,35,"""D""","""C""","""B""","""C""","""D""","""D""","""D""","""D""","""C"""
422418,2017,20065,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCBBCEAE""","""11111110""","""CBACBDBDBBBEBDEADEADACBDCBA""","""991108011111110091109111100""",555,555,555,555,555,555,333,555,555,555,555,66.3,67.1,87.5,36.5,0,0,0,73,65,75,66,68.2,53.3,0,90,70,"""C""","""C""","""B""","""B""","""B""","""B""","""B""","""D""","""D"""
422480,2017,87195,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCBBCEDD""","""01111101""","""EACCDDADBABEBDDDEABCCCCDCCC""","""990108111011111090009101111""",555,555,555,555,555,555,555,555,555,555,555,66.3,71.2,75,65.5,79,75,80,52,60,50,64.6,63.6,70,60,95,55,"""A""","""B""","""A""","""A""","""A""","""A""","""D""","""D""","""C"""
422545,2017,115582,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCABCEAD""","""01011111""","""AEACEDABBBBEBDCBDDAEDCBDCCC""","""991118101111110190119111111""",555,555,555,333,555,555,333,333,336,333,333,66.3,45,75,0,0,0,0,0,0,0,73.4,86.4,0,0,0,0,"""C""","""C""","""C""","""C""","""C""","""C""","""D""","""B""","""C"""
422560,2017,122845,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ABABCECD""","""00011101""","""CDACBDBDBBBEBDBEDEAEDCAECCC""","""991108011111110091119100111""",555,555,555,555,555,555,555,555,555,555,555,66.3,52,50,55,34,50,30,76,80,75,71.1,72.7,61.7,30,90,65,"""C""","""D""","""B""","""C""","""C""","""C""","""B""","""C""","""C"""
422601,2017,1122221,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCABCECE""","""11011100""","""CEACCEADBBBEEEDBAEADECCBCBC""","""991108111111001191109100101""",555,555,555,555,555,555,555,555,555,555,555,66.3,65.7,62.5,70.5,65,65,65,76,80,75,66.5,68.2,56.7,30,80,60,"""C""","""D""","""C""","""A""","""A""","""C""","""B""","""E""","""D"""
422760,2017,20065,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BDBBCEBD""","""00111101""","""DBABBDADBBBEADDBDDAAADCDCBC""","""991008111111011190109001101""",555,555,555,555,555,555,555,555,555,555,555,66.4,73.1,62.5,89,85,65,90,93,65,100,64.1,63.6,66.7,30,100,70,"""B""","""C""","""C""","""A""","""A""","""A""","""A""","""D""","""B"""
422767,2017,21600,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CDCBCEAD""","""10011111""","""CABDECCDBBBEBDEBEEAAECBECCC""","""990018011111110191109110111""",555,555,555,555,555,555,555,555,555,555,555,66.4,66.8,75,54.5,62,70,60,47,55,45,66.3,72.7,30,60,30,0,,,,,,,,,
